Role,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
Information Security Specialist,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0
Information Security Specialist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0
